name,lat,lon,street,postcode,city,country,url,profile_url,tags,fidelity,note
Al Jazri Lab,25.31831845548927,55.5058640971527,"House of Wisdom, Al Juraina 1",,-,AE,https://houseofwisdom.ae/,https://www.fablabs.io/labs/aljazrilab,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2386
FabLab ECAE,24.4203248,54.5958037,Khalifa A City - Khalifa CitySE-43 - Abu Dhabi,,Abu Dhabi,AE,,https://www.fablabs.io/labs/fablabecae,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,medium,source:fablabs.io;status:active;kind:fab_lab;idcode:2258
Fablab Abu Dhabi,24.3139171,54.5606911,"Abu Dhabi Polytechnic, Abu Dhabi, United Arab Emirates Abu Dhabi Polytechnic, Abu Dhabi, United Arab Emirates",111499,Abu Dhabi,AE,https://www.fablabs.io/labs/fablababudhabi,https://www.fablabs.io/labs/fablababudhabi,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1960
Fab Lab Dubai,25.2048493,55.27078280000001,Dubai,,Dubai,AE,,https://www.fablabs.io/labs/fablabdxb,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,medium,source:fablabs.io;status:planned;kind:fab_lab;idcode:723
FabLab UAE School,25.2766063,55.34277950000001,"39 Street, Hor Al Anz, Deira",,Dubai,AE,https://github.com/fablabuae,https://www.fablabs.io/labs/fablabuaeschool,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:699
Fablab UAE Van,25.2186974,55.26939620000007,176 6 D Street,Dubai,Dubai,AE,http://www.fablabuae.ae/,https://www.fablabs.io/labs/fablabuaebus,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:mobile;idcode:702
Super FabLab UAE,25.2176584,55.26708299999996,Al Satwa Street Al Satwa,,Dubai,AE,http://www.ha.ae/en/web/guest/fablab-uae,https://www.fablabs.io/labs/superfalabuae,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:711
Tashkeel,25.1553554,55.32337830000006,Dubai Nad Al Sheba 1,122255,Dubai,AE,http://www.tashkeel.org,https://www.fablabs.io/labs/tashkeel,3d-printing;laser;vinyl-cutting,high,source:fablabs.io;status:active;kind:mini_fab_lab;idcode:400
Fablab Sharjah,25.2839409,55.4773501,- University City - Sharjah M15A - University City - Sharjah,27272,Sharjah,AE,https://www.fablabs.io/labs/sharjahfablab,https://www.fablabs.io/labs/sharjahfablab,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:planned;kind:fab_lab;idcode:3041
Fab Lab Afghanistan,34.4344689,70.4485052,"Jalalabad, Afghanistan",,Jalalabad,AF,http://www.fablab.af,https://www.fablabs.io/labs/fablabafghanistan,,medium,source:fablabs.io;status:unknown;kind:fab_lab;idcode:1
Things Lab,41.32016143862842,19.80516377331084,"Rruga Sulejman Delvina, Tirana, Albania",1001,Tirana,AL,https://www.thingslab.cc,https://www.fablabs.io/labs/thingslab,3d-printing;cnc;laser,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2849
Steam Fab Lab,41.3160588,19.7970014,Universiteti Barleti | Rr. Frang Bardhi,1022,Tirane,AL,https://steam-fablab.umb.edu.al/,https://www.fablabs.io/labs/steamfablab,3d-printing;cnc;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2907
Fab Lab Armenia Dilijan,40.7462661,44.8336341,77 Moldovakan street,3905,Dilijan,AM,https://fablabarmenia.com/,https://www.fablabs.io/labs/FabLabArmeniaDilijan,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2121
Fab Lab Armenia Gyumri,40.7926833,43.8459953,"1 Ankakhutyan Square, Gyumri, Armenia",3101,Gyumri,AM,https://fablabarmenia.com,https://www.fablabs.io/labs/fablabarmeniagyumri,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:3014
Kubanga Fab Lab Angola,-8.921921686360335,13.18307518836061,Avenida Samora Machel Universidade Oscar Ribas,,Luanda,AO,http://www.linkedin.com/company/kubanga-angola,https://www.fablabs.io/labs/kubangafablabangola,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:3072
Laboratorio Abierto DIEC,-38.6953994,-62.25429500000001,San Andres 800,B8001,Bahia Blanca,AR,http://laboabierto.diec.uns.edu.ar/,https://www.fablabs.io/labs/laboratorioabiertodiec,3d-printing;cnc;electronics,high,source:fablabs.io;status:active;kind:mini_fab_lab;idcode:1589
3dlab-fabcafe,-34.5854283,-58.43114750000001,Costa Rica 5198,,Buenos Aires,AR,http://www.3dlab-fabcafe.com,https://www.fablabs.io/labs/3dlabfabcafe,3d-printing;vinyl-cutting,medium,source:fablabs.io;status:unknown;kind:mini_fab_lab;idcode:258
El Reactor,-34.5855639,-58.40338070000001,Buenos Aires Pacheco de Melo 2888,1425,Buenos Aires,AR,http://www.elreactor.com,https://www.fablabs.io/labs/elreactor,3d-printing;electronics;laser,high,source:fablabs.io;status:unknown;kind:mini_fab_lab;idcode:148
FAB LAB BUENOS AIRES,-34.586203,-58.40409699999998,Pacheco de Melo 2888,1425,Buenos Aires,AR,http://www.elreactor.com,https://www.fablabs.io/labs/fablabbuenosaires,3d-printing;cnc;electronics;laser;precision-milling,high,source:fablabs.io;status:unknown;kind:mini_fab_lab;idcode:146
Fab Lab Argentina,-34.597997,-58.38977749999998,Montevideo 938,,Buenos Aires,AR,http://www.fablabargentina.com.ar,https://www.fablabs.io/labs/fablabargentina,3d-printing;cnc,medium,source:fablabs.io;status:planned;kind:fab_lab;idcode:472
TaMaCo,-34.6429576,-58.40606360000004,Iguazu 451,C1437,Buenos Aires,AR,http://tamaco.chela.org.ar/,https://www.fablabs.io/labs/TaMaCo,3d-printing;cnc;electronics;laser,high,source:fablabs.io;status:unknown;kind:fab_lab;idcode:958
FabLabVicenteLopez,-34.54240885095587,-58.5121943286499,santa rosa 4146,1638,Buenos aires,AR,https://formacion.mvl.edu.ar/fablab/,https://www.fablabs.io/labs/vicentelopez,3d-printing;cnc;electronics;laser,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1707
Fablab Comodoro-Rivadavia,-45.8656047,-67.48224270000003,Comodoro Rivadavia,,Comodoro Rivadavia,AR,,https://www.fablabs.io/labs/fablabcomodororivadavia,,low,source:fablabs.io;status:planned;kind:fab_lab;idcode:1512
Cofactory,-31.4229036,-64.19449089999999,Simon Bolivar 751,5009,Cordoba,AR,https://www.cofactory.com.ar/,https://www.fablabs.io/labs/cofactory,3d-printing;cnc;electronics;laser;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2651
FabLab Cordoba,-31.4219426,-64.18783380000002,Int. Ramon Bautista Mestre sur 1150,X5000JHB,Cordoba,AR,http://www.fablabcordoba.org/,https://www.fablabs.io/labs/fundacionfablabcordoba,3d-printing;cnc;electronics;laser,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1419
FAB LAB Godoy Cruz,-32.94356,-68.81852549999999,La casa del futuro Sarmiento 2291 Godoy Cruz Mendoza,5501,Godoy Cruz,AR,https://www.instagram.com/casadelfuturo.godoycruz/?hl=es,https://www.fablabs.io/labs/fablabgodoycruz,3d-printing;cnc;electronics;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2710
FabLab La Plata,-34.90124042567836,-57.94352594016721,proximamente,1900,La Plata,AR,https://www.facebook.com/fablabLaPlata,https://www.fablabs.io/labs/fablabplatense,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:planned;kind:fab_lab;idcode:376
Fab Lab MDP,-37.99607,-57.55793060000002,Belgrano 3568,7600,Mar del Plata,AR,http://www.fablabmdp.org,https://www.fablabs.io/labs/fablabmdp,3d-printing,high,source:fablabs.io;status:unknown;kind:mini_fab_lab;idcode:213
FabLab UNR,-32.96615,-60.624315,Berutti y Riobamba,2000,Rosario,AR,http://www.unr.edu.ar,https://www.fablabs.io/labs/fablabunr,3d-printing;cnc;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2522
"Fab Lab Bariloche, Argentina",-41.1351586,-71.3112936,Juramento 102 Ruta 258 y Hermite,R8400,San Carlos de Bariloche,AR,https://fablabbariloche.gob.ar/,https://www.fablabs.io/labs/fablabbarilocheargentina,3d-printing;electronics;laser;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:3108
FabLab Jujuy,-24.1857864,-65.29947670000001,San Salvador de Jujuy Goyechea 250,4600,San Salvador de Jujuy,AR,http://www.facebook.com/OpenLabJujuy,https://www.fablabs.io/labs/fablabjujuy,3d-printing;electronics;laser;vinyl-cutting,high,source:fablabs.io;status:unknown;kind:mini_fab_lab;idcode:576
FabLab UNSAM,-34.5818553,-58.51932429999999,Av. 25 de Mayo 999,1672,"Villa Lynch, Provincia de Buenos Aires",AR,https://www.pendolari.com.ar/FabLAB_UNSAM-2023-Version_Corta.mp4,https://www.fablabs.io/labs/fablabUNSAM,3d-printing;cnc;electronics;laser,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2488
ATP Lab,-32.4087389,-63.25395769999999,Jujuy 573,5900,Villa Maria,AR,http://www.facebook.com/cienciasatp,https://www.fablabs.io/labs/ATP,3d-printing;cnc;electronics;laser,high,source:fablabs.io;status:active;kind:fab_lab;idcode:604
Concreto Fab,-34.5683298,-58.47654850000001,Plaza 2508,C1430,Villa Urquiza,AR,http://www.concretofab.ar,https://www.fablabs.io/labs/concretofab,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2948
FAB LAB Villa La Angostura,-40.760034,-71.6475854,las retamas y topa topa,8407,villa la angostura,AR,https://www.fablabangostura.gob.ar/,https://www.fablabs.io/labs/angostura,3d-printing;cnc;electronics;laser,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2552
FabLab Graz,47.059316,15.46422189999998,Inffeldgasse 11/III,8010,Graz,AT,http://fablab.tugraz.at,https://www.fablabs.io/labs/fablabgraz,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:478
Spielraum FabLab,47.2586701,11.39553590000003,Franz-Fischer-Strae 12,6020,Innsbruck,AT,http://fablab.spielraumfueralle.at/,https://www.fablabs.io/labs/spielraumfablab,3d-printing;cnc;electronics;laser;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1590
FabLab Kapfenberg,47.4530357,15.3317592,Kapfenberg Werk-VI-Strae 46,8605,Kapfenberg,AT,https://spl.fh-joanneum.at/labs/fab-lab/,https://www.fablabs.io/labs/fablabkapfenberg,3d-printing;cnc;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1847
Farmlab,46.8824529,15.9465505,Kolldorf 38,8353,Kapfenstein,AT,http://farmlab.at,https://www.fablabs.io/labs/farmlab,3d-printing;cnc;laser,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2523
OpenLandLAB,47.1621928,16.34716690000005,Kirchfidisch Hauptstrasse 8,7512,Kirchfidisch,AT,http://www.openlandlab.org,https://www.fablabs.io/labs/OpenLandLAB,cnc,high,source:fablabs.io;status:unknown;kind:fab_lab;idcode:1077
smartlab Carinthia,46.6140882,14.2665806,Lakeside B12,9020,Klagenfurt,AT,https://smartlabcarinthia.at,https://www.fablabs.io/labs/SmartlabCarinthia,3d-printing;cnc;electronics;laser;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:769
FabLab Uni Klagenfurt,46.6160291,14.2652247,Universitatsstrae 65-67,9020,Klagenfurt am Worthersee,AT,https://www.aau.at/fablab/,https://www.fablabs.io/labs/fablabuniklagenfurt,3d-printing,high,source:fablabs.io;status:planned;kind:fab_lab;idcode:1872
Fablab Leoben,47.3810172,15.0963055,Langgasse 11,8700,Leoben,AT,http://www.fablab-Leoben.at,https://www.fablabs.io/labs/FabLabLeoben,3d-printing;cnc;electronics;laser;precision-milling,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1161
Hand.Werk.Stadt - Modling,48.0831252,16.2997655,DI-Wilhelm-Halinger-Strae 3 / Halle 6,2340,Modling,AT,http://www.handwerkstadt.org/,https://www.fablabs.io/labs/handwerkstadt,3d-printing;cnc;laser;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1201
Steyr-Werke Makerspace,48.0427657,14.41645629999994,Wehrgrabengasse 11,4400,Steyr,AT,http://www.steyr-werke.at,https://www.fablabs.io/labs/steyrwerkemakerspace,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1439
Happylab Wien,48.2280823,16.40016609999998,Schonngasse 15 - 17,1020,Vienna,AT,https://www.happylab.at/,https://www.fablabs.io/labs/happylab,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:4
Center for Rapid Innovation / Werkstaette Wattens,47.2869068,11.5923722,Weisstrasse 9 Building 8a,6112,Wattens,AT,http://www.werkstaette-wattens.at/en/center-for-rapid-innovation,https://www.fablabs.io/labs/criwerkstaettewattens,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:794
Maker Austria,48.1882792,16.34678380000003,Schonbrunner Strae 125,1050,Wien,AT,http://www.makeraustria.at,https://www.fablabs.io/labs/makerspacevienna,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:541
Innovation Lab FHWN,47.8381677,16.2506713,Johannes Gutenberg-Strae 5,2700,Wiener Neustadt,AT,https://innolab.fhwn.ac.at/,https://www.fablabs.io/labs/innolabfhwn,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2417
Makerspace Adelaide,-34.9270666,138.5954422,223 Angas Street,5000,Adelaide,AU,http://makerspaceadelaide.org,https://www.fablabs.io/labs/makerspaceadelaide,3d-printing;cnc;laser;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:346
Snepo FabLab Sydney,-33.8749353,151.2149366,Snepo Research 95 Riley Street,2010,Darlinghurst,AU,http://fablab.snepo.com,https://www.fablabs.io/labs/snepofablabsydney,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:unknown;kind:fab_lab;idcode:1367
STEAMengine,-37.6554428,145.0307938999999,Dalton Road,3076,Epping,AU,https://www.whittleseatechschool.vic.edu.au/,https://www.fablabs.io/labs/WhittleseaTS,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:corona;kind:fab_lab;idcode:2098
USC Maker Space,-26.718022501587,153.0613879417725,90 Sippy Downs Drive,4556,Sippy Downs,AU,,https://www.fablabs.io/labs/uscmakerspace,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2222
Lake Mac Libraries Fab Lab,-33.0921139,151.6374606,Windale Hub 20 Lake Street,2306,Windale,AU,https://library.lakemac.com.au/fablab,https://www.fablabs.io/labs/lakemacfablab,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2602
Brenchie's lab,12.5236101,-70.034233,J. Irausquinplein 4,,Oranjestad,AW,https://brenchies.com,https://www.fablabs.io/labs/brenchies,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1966
ROBOKIDS centar,44.7721811,17.19100000000003,Banja Luka Jevrejska 50,78000,Banja Luka,BA,https://robokids.xyz/,https://www.fablabs.io/labs/robokidscentar,3d-printing,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1780
Makerspace Garage,43.3532502,17.8118348,Sjeverni logor bb,88000,Mostar,BA,https://garazalab.com/,https://www.fablabs.io/labs/makerspacegarage,3d-printing;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2855
iLab Mostar,43.312678,17.829576,Bisce polje bb,88000,Mostar,BA,https://www.intera.ba/ilab,https://www.fablabs.io/labs/ilabmostar,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:mini_fab_lab;idcode:2483
FabLab Sarajevo,43.8663138,18.4052031,Brace Begic 42,71000,Sarajevo,BA,https://fablab.ba/,https://www.fablabs.io/labs/FabLabSA,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2174
FabLab Chittagong,22.3616178,91.79767439999999,"USTC Block D, level 11 University of Science and Technology of Chittagong",,Chittagong,BD,https://www.linkedin.com/groups/10342572,https://www.fablabs.io/labs/fablabctg,3d-printing,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1559
FABLAB SAU,23.7726265,90.3739554,Sher-e-Bangla Agricultural University Dr. M A Wazed Miah Research Centre Sher-e-Bangla Agricultural University,1207,Dhaka,BD,https://www.fablabsau.com/,https://www.fablabs.io/labs/fablabsau,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1597
Fab Lab Dhaka,23.8105008,90.4124974,"House 12, Road 101, Gulshan 2, Dhaka, Bangladesh",1212,Dhaka,BD,http://fablabdhaka.strikingly.com,https://www.fablabs.io/labs/dhaka,cnc,high,source:fablabs.io;status:active;kind:mini_fab_lab;idcode:938
FabLab Dhaka,23.7745941,90.4120034,Dhaka,1230,Dhaka,BD,,https://www.fablabs.io/labs/fablabdhaka,3d-printing;cnc;electronics;precision-milling,medium,source:fablabs.io;status:planned;kind:fab_lab;idcode:598
FabLabIUB,23.81538489860985,90.4276937715058,"Independent University, Bangladesh Plot 16, Block B, Aftabuddine Ahmed Road, Bashundhara R/A, Dhaka 1212",1212,Dhaka,BD,http://fablabiub.com,https://www.fablabs.io/labs/fablabiub,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1740
FAB LAB DUET,24.0187038,90.42001110000001,"DUET 2nd Campus Road Shaheed Sayed Nazrul Islam Academic Building, 6007, Level-6",1707,Gazipur,BD,http://www.fablabduet.com.bd,https://www.fablabs.io/labs/fablabduet,3d-printing;cnc;electronics;laser;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1712
FabLab KUET,22.8087816,89.24671910000006,Khulna Division Khulna University of Engineering & Technology (KUET),9203,Khulna,BD,https://www.facebook.com/FabLabKUET/,https://www.fablabs.io/labs/fablabkuet,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1469
Fab Lab BAU,24.7243021,90.43524739999998,"BAU, Agricultural Engineering Faculty, Engineering Workshop",2202,Mymensingh,BD,http://fablab.bau.edu.bd/,https://www.fablabs.io/labs/fablabbau,3d-printing;cnc;electronics;laser;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1696
"FabLab, RUET",24.3651186,88.62347419999992,RUET Area,6204,Rajshahi,BD,,https://www.fablabs.io/labs/FabLabRUET,3d-printing;cnc;electronics;laser;vinyl-cutting,medium,source:fablabs.io;status:planned;kind:fab_lab;idcode:1477
Fab Lab DIU,23.8762915,90.3199034,"Daffodil International University Daffodil Smart City (DSC), Birulia",1216,Savar,BD,http://fablab.coderorigin.com/,https://www.fablabs.io/labs/fablabdiu,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2625
Fablab solidaire Orange Digital Center - Burkina Faso - ODC,12.3092883,-1.529194,Cissin secteur 26 0022676260720,"01 BP 6622, Ouagadougou 01",OUAGADOUGOU,BF,,https://www.fablabs.io/labs/Fablabodcburkina,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2791
Faso Civic,12.3759431,-1.558258300000034,08 BP 11625,08,Ouagadougou,BF,https://www.fasocivic.org,https://www.fablabs.io/labs/fasocivic,3d-printing;electronics;vinyl-cutting,high,source:fablabs.io;status:active;kind:mini_fab_lab;idcode:1386
InViis LAB,12.4080625,-1.4863125,Somgande,12 BP 32,Ouagadougou,BF,,https://www.fablabs.io/labs/inviislab,3d-printing;cnc;electronics;laser,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2833
ouagalab,12.3529618,-1.505501299999991,www.ouagalab.bf https://www.facebook.com/pages/Ouagalab/159514010814943,03bp7099ouagadougou03,Ouagadougou,BF,http://www.ouagalab.com,https://www.fablabs.io/labs/ouagalab,3d-printing;cnc,high,source:fablabs.io;status:active;kind:fab_lab;idcode:320
FabLab INNOVATOR,43.1990647236198,27.91454911349183,. 1,9000,,BG,https://innovator.bg/,https://www.fablabs.io/labs/fablabinnovator,3d-printing;cnc;laser,medium,source:fablabs.io;status:planned;kind:fab_lab;idcode:1800
coolcsn,42.13066365582788,24.70491891874394,7 Chemshir str.,4001,,BG,,https://www.fablabs.io/labs/coolcsn,3d-printing,medium,source:fablabs.io;status:active;kind:fab_lab;idcode:1551
SCIFI,42.6318201,23.36663010000007,"Floyd Blyak, Mladost 2, Sofia Bulgaria",1799,Sofia,BG,https://www.acs.bg/campus-life/student-computer-innovation-and-fabrication-institute-scifi/,https://www.fablabs.io/labs/scifiacs,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2142
Smart Fab Lab,42.6840207,23.33210170000007,Sofia Center 1 Hristo Smirnenski Street,1046,Sofia,BG,http://www.smartfablab.org/,https://www.fablabs.io/labs/smartfablab,3d-printing;cnc;laser,high,source:fablabs.io;status:unknown;kind:fab_lab;idcode:274
The Social Makerspace,43.2020701,27.914896,Preslav 53,9020,Varna,BG,http://www.trikey.space,https://www.fablabs.io/labs/thesocialmakerspace,3d-printing;cnc;electronics;laser;precision-milling,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2873
FabLab BH,26.23437594566047,50.53243540173344,Manama,,Manama,BH,http://@FabLab_Bahrain,https://www.fablabs.io/labs/fablabbh,,medium,source:fablabs.io;status:unknown;kind:fab_lab;idcode:527
FabLab Bahrain,26.2294708,50.54654000000005,"802 Bldg 614, Road 1011, Block 410",,Manama,BH,http://fablab.bh,https://www.fablabs.io/labs/fablabbahrain,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:428
MYSIC,26.2030185,50.5951169,Um Al-Hassam,,"Um Al-Hassam, Manama, Kingdom of Bahrain",BH,https://www.mys.gov.bh/,https://www.fablabs.io/labs/MYSIC,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1911
MYSIC: Ministry of Youth and Sports Innovation Center,26.2030185,50.5951169,Um Al-Hassam,,"Um Al-Hassam, Manama, Kingdom of Bahrain",BH,https://www.mys.gov.bh/,https://www.fablabs.io/labs/MYSIC2030,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1912
BLOLAB,6.394645074978872,2.34612902050776,Cotonou,,Cotonou,BJ,http://www.udl-benin.org,https://www.fablabs.io/labs/blolab,3d-printing,medium,source:fablabs.io;status:unknown;kind:fab_lab;idcode:617
Blolab Cotonou,6.370299999999999,2.3922853,Cotonou,03BP2279,Cotonou,BJ,http://www.blolab.org,https://www.fablabs.io/labs/blolabcotonou,3d-printing;cnc;laser;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1125
IROKO FabLab,6.3736012,2.4257544,"Cotonou Jericho, 237 Ave de la Liberation",00229,Cotonou,BJ,http://www.irokolab.org,https://www.fablabs.io/labs/Irokofablab,3d-printing;cnc;laser,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1989
Iroko FabLab,6.3736191,2.4257833,"237 Ave de la Liberation, Jericho, Cotonou",,Cotonou,BJ,https://www.facebook.com/IrokoFabLab,https://www.fablabs.io/labs/AtelierIroko,3d-printing;cnc;laser;precision-milling,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1991
FabLab-MEM,-17.9928546,-67.13652309999999,Ciudadela Universitaria de la Facultad Nacional de Ingenieria Final Avenida Dehene,0000,Oruro,BO,,https://www.fablabs.io/labs/fablabmem,3d-printing;cnc;electronics;laser;precision-milling,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2934
FAB LAB SANTA CRUZ,-17.7743563,-63.1925824,Av. Busch y 2do anillo 1113,00000,Santa Cruz,BO,https://tiktok.com/@fablabscz,https://www.fablabs.io/labs/fablabscz,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2780
FAB LAB UPSA,-17.762898,-63.14776799999999,Santa Cruz de la Sierra,0000,Santa Cruz de la Sierra,BO,http://www.upsa.edu.bo,https://www.fablabs.io/labs/fablabupsa,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1791
FabLab UEB,-17.8326987,-63.2049182,Edificio de Tecnologia Campus UEB,0000,Santa Cruz de la Sierra,BO,,https://www.fablabs.io/labs/fablabueb,3d-printing;electronics;laser;precision-milling,medium,source:fablabs.io;status:planned;kind:mini_fab_lab;idcode:3004
JIT FAB LAB,-17.7539697,-63.1589247,Avenida Nicolas Suarez #730,0000,Santa Cruz de la Sierra,BO,http://www.jitsrl.com,https://www.fablabs.io/labs/jitfablab,3d-printing;cnc;electronics;laser;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1305
FAB LAB LIVRE SP C.F.C. CIDADE TIRADENTES,-23.5801259,-46.38984289999996,"R. Inacio Monteiro, 6900",,-,BR,http://www.fablablivresp.prefeitura.sp.gov.br/,https://www.fablabs.io/labs/fablabtiradentes,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2007
Fab Lab - UniEVANGELICA,-16.2938003,-48.9454088,"Av. Universitaria, 3105 - Cidade Universitaria",75083-515,Anaplos,BR,,https://www.fablabs.io/labs/fablabunievangelica,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2941
Fab Lab GO,-16.3285209,-48.95344699999998,Anapolis,75074590,Anapolis,BR,,https://www.fablabs.io/labs/fablabgo,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:mini_fab_lab;idcode:1270
FABLAB AJU,-10.9333713,-37.06260759999998,,,Aracaju,BR,http://www.soldagembrasil.blogspot.com,https://www.fablabs.io/labs/fablabsergipe,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,medium,source:fablabs.io;status:planned;kind:mobile;idcode:1257
Tiradentes Fab Lab,-10.967776,-37.0601051,"Av. Murilo Dantas, 300 Farolandia",49032-490,Aracaju,BR,https://tiradentesinnovation.com,https://www.fablabs.io/labs/tiradentesfablab,3d-printing;cnc;electronics;laser;precision-milling,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2338
